"","x6","x5","x4","x3","x2","x1","y"
"30669",6.1356,7.1587,7.8302,8.3614,8.8478,9.3199,9.7876
"30670",6.1818,7.123,7.7306,8.2053,8.638,9.0577,9.4732
"30671",6.1436,7.0877,7.7217,8.2286,8.6941,9.1464,9.5944
"30672",6.1232,7.1815,7.8527,8.372,8.8441,9.3018,9.7549
"30673",6.1363,7.1875,7.87,8.4067,8.8971,9.3728,9.844
"30674",6.129,7.2095,7.8976,8.4325,8.9198,9.3923,9.8601
"30675",6.134,7.2061,7.8909,8.4242,8.9102,9.3816,9.8483
"30676",6.1543,7.2158,7.886,8.4045,8.876,9.3331,9.7856
"30677",6.1419,7.1151,7.7536,8.2582,8.72,9.1684,9.6125
"30678",6.1284,7.0644,7.6854,8.1776,8.6285,9.0663,9.5
"30679",6.1229,7.1394,7.8067,8.3342,8.8172,9.2862,9.7506
"30680",6.1564,7.1548,7.8019,8.3103,8.7749,9.2257,9.6722
"30681",6.1507,7.1102,7.7386,8.2345,8.6881,9.1285,9.5646
"30682",6.123,7.1339,7.7988,8.3246,8.806,9.2733,9.7362
"30683",6.1192,7.1056,7.7585,8.2763,8.7506,9.2112,9.6675
"30684",6.183,7.1258,7.7421,8.2278,8.6718,9.1027,9.5293
"30685",6.207,7.1736,7.8063,8.3062,8.7634,9.207,9.6463
"30686",6.1634,7.1679,7.8253,8.3452,8.821,9.2829,9.7403
"30687",6.1655,7.1742,7.8237,8.332,8.7959,9.2459,9.6915
"30688",6.1414,7.2038,7.8954,8.4407,8.9394,9.4235,9.9028
"30689",6.1895,7.1437,7.7601,8.2424,8.6824,9.1091,9.5317
"30690",6.1297,7.0431,7.6679,8.1714,8.6348,9.0853,9.5316
"30691",6.1236,7.1517,7.8223,8.3505,8.8335,9.3022,9.7665
"30692",6.1196,7.0512,7.674,8.1693,8.6235,9.0647,9.5017
"30693",6.1356,7.0471,7.6641,8.1587,8.6132,9.055,9.4926
"30694",6.1396,7.0942,7.7194,8.212,8.6625,9.0999,9.533
"30695",6.1245,7.1507,7.8077,8.3188,8.7845,9.2362,9.6835
"30696",6.1633,7.0993,7.7147,8.201,8.6462,9.0782,9.5062
"30697",6.1325,7.0383,7.6532,8.1465,8.5998,9.0403,9.4768
"30698",6.1517,7.213,7.886,8.408,8.883,9.3435,9.7995
"30699",6.191,7.1546,7.7955,8.3066,8.7753,9.2305,9.6813
"30700",6.1526,7.1031,7.7359,8.2398,8.7019,9.1507,9.5953
"30701",6.2068,7.2313,7.8896,8.405,8.8752,9.3311,9.7826
"30702",6.1221,7.1763,7.8685,8.4162,8.9176,9.4044,9.8866
"30703",6.1532,7.1727,7.8346,8.3554,8.8316,9.2937,9.7514
"30704",6.1378,7.074,7.6916,8.1799,8.6268,9.0608,9.4906
"30705",6.1233,7.1143,7.7642,8.2771,8.7464,9.202,9.6532
"30706",6.1282,7.0999,7.7331,8.2305,8.685,9.126,9.5628
"30707",6.1911,7.1501,7.77,8.2556,8.6988,9.1287,9.5543
"30708",6.1519,7.1578,7.8045,8.3096,8.7703,9.2173,9.6599
"30709",6.1364,7.1731,7.8553,8.3963,8.8918,9.3731,9.8497
"30710",6.1758,7.1483,7.7807,8.2781,8.7325,9.1736,9.6103
"30711",6.1192,7.1114,7.7752,8.3052,8.7916,9.2642,9.7324
"30712",6.1401,7.2031,7.8929,8.4357,8.9318,9.4133,9.8901
"30713",6.1857,7.2124,7.8676,8.3784,8.8439,9.2952,9.7421
"30714",6.1507,7.189,7.8602,8.3873,8.8688,9.336,9.7986
"30715",6.1376,7.0509,7.656,8.1346,8.5727,8.998,9.4192
"30716",6.1651,7.1399,7.7687,8.2607,8.7096,9.145,9.5762
"30717",6.1275,7.1035,7.7517,8.2672,8.74,9.1993,9.6542
"30718",6.2053,7.1432,7.7555,8.2377,8.6783,9.1057,9.5289
"30719",6.1259,7.1271,7.788,8.3122,8.7926,9.2591,9.7211
"30720",6.1871,7.0869,7.6849,8.1594,8.5941,9.0161,9.4341
"30721",6.1354,7.0644,7.6897,8.1898,8.6491,9.0954,9.5375
"30722",6.2038,7.2532,7.9306,8.463,8.9491,9.4206,9.8875
"30723",6.1915,7.1343,7.7565,8.2496,8.7012,9.1395,9.5737
"30724",6.1858,7.225,7.8952,8.4213,8.9017,9.3677,9.8291
"30725",6.1926,7.1729,7.8071,8.3047,8.7591,9.1999,9.6364
"30726",6.1439,7.0833,7.7001,8.1865,8.6315,9.0634,9.4912
"30727",6.1186,7.1428,7.8112,8.3378,8.8194,9.2869,9.7499
"30728",6.1456,7.2047,7.8902,8.4289,8.921,9.3987,9.8716
"30729",6.1734,7.165,7.7956,8.2845,8.7294,9.1606,9.5875
"30730",6.163,7.1852,7.8429,8.3576,8.8272,9.2828,9.7339
"30731",6.1256,7.0612,7.6847,8.1802,8.6342,9.0752,9.5121
"30732",6.1447,7.111,7.7512,8.2595,8.7254,9.1778,9.626
"30733",6.1302,7.0702,7.6978,8.1976,8.6559,9.1012,9.5422
"30734",6.1248,7.1072,7.7587,8.2762,8.7506,9.2113,9.6677
"30735",6.1475,7.0948,7.7269,8.2307,8.693,9.142,9.5869
"30736",6.1287,7.1823,7.8556,8.3794,8.8566,9.3194,9.7777
"30737",6.123,7.1499,7.8161,8.3388,8.8162,9.2794,9.7381
"30738",6.1638,7.1914,7.8589,8.3846,8.8651,9.3314,9.7931
"30739",6.1886,7.1761,7.8087,8.302,8.7517,9.1878,9.6195
"30740",6.1304,7.1765,7.8544,8.3869,8.8733,9.3453,9.8128
"30741",6.1235,7.0859,7.723,8.2279,8.6905,9.1397,9.5847
"30742",6.2016,7.0857,7.6791,8.1522,8.586,9.0073,9.4245
"30743",6.1609,7.141,7.7822,8.2888,8.7523,9.2022,9.6479
"30744",6.1172,7.1949,7.8902,8.4345,8.9312,9.4131,9.8903
"30745",6.1358,7.0786,7.7082,8.2095,8.6693,9.1159,9.5583
"30746",6.1274,7.1119,7.7559,8.2638,8.7285,9.1795,9.6263
"30747",6.1727,7.1563,7.798,8.3041,8.7669,9.2162,9.6611
"30748",6.1865,7.2243,7.8922,8.4157,8.8936,9.3571,9.8161
"30749",6.1622,7.1113,7.7278,8.2115,8.6531,9.0816,9.5059
"30750",6.2101,7.17,7.7888,8.2729,8.7144,9.1425,9.5664
"30751",6.1829,7.0962,7.7018,8.1824,8.6225,9.0499,9.4731
"30752",6.1659,7.157,7.7928,8.2886,8.7406,9.179,9.613
"30753",6.1205,7.1886,7.8811,8.4249,8.9216,9.4037,9.8811
"30754",6.1194,7.0865,7.722,8.2236,8.6826,9.1282,9.5695
"30755",6.1534,7.2072,7.8787,8.401,8.8768,9.3381,9.7949
"30756",6.2011,7.1895,7.839,8.354,8.8254,9.283,9.7361
"30757",6.1445,7.0669,7.69,8.1894,8.6483,9.0941,9.5359
"30758",6.1849,7.1127,7.7213,8.2015,8.6407,9.0669,9.489
"30759",6.134,7.0446,7.6618,8.1568,8.6117,9.0537,9.4917
"30760",6.1687,7.1384,7.7678,8.2622,8.7139,9.1522,9.5862
"30761",6.1754,7.1002,7.7209,8.2172,8.6726,9.1151,9.5533
"30762",6.1343,7.1894,7.8746,8.4138,8.9067,9.3851,9.8588
"30763",6.1859,7.1762,7.8247,8.3374,8.8066,9.2621,9.7131
"30764",6.1733,7.1203,7.7501,8.2514,8.7111,9.1575,9.5996
"30765",6.1413,7.1733,7.8356,8.3528,8.8245,9.2821,9.7353
"30766",6.125,7.1925,7.8816,8.4212,8.9137,9.3915,9.8646
"30767",6.1906,7.1339,7.7615,8.2614,8.7197,9.1648,9.6056
"30768",6.1417,7.2032,7.8905,8.4307,8.9243,9.4033,9.8777
"30769",6.1328,7.0804,7.7205,8.2339,8.7058,9.1643,9.6186
"30770",6.1515,7.0949,7.7234,8.224,8.6832,9.1292,9.5711
"30771",6.1303,7.1015,7.7417,8.2487,8.7131,9.164,9.6107
"30772",6.1288,7.0772,7.6954,8.1802,8.6229,9.0524,9.4778
"30773",6.1401,7.1406,7.798,8.3184,8.7949,9.2576,9.7158
"30774",6.1915,7.2202,7.8731,8.3801,8.8415,9.2888,9.7316
"30775",6.1694,7.1505,7.7829,8.2774,8.7286,9.1661,9.5994
"30776",6.13,7.119,7.7688,8.2826,8.753,9.2098,9.6622
"30777",6.1215,7.1578,7.8332,8.3653,8.8519,9.3242,9.792
"30778",6.1738,7.058,7.6575,8.138,8.5793,9.008,9.4328
"30779",6.1219,7.0648,7.6937,8.1937,8.6519,9.097,9.5379
"30780",6.1935,7.0956,7.6925,8.1652,8.5978,9.0177,9.4335
"30781",6.1595,7.21,7.8837,8.4101,8.8903,9.356,9.8171
"30782",6.1573,7.1489,7.7932,8.2997,8.7625,9.2117,9.6565
"30783",6.2074,7.1219,7.7239,8.1994,8.6343,9.0562,9.4741
"30784",6.2055,7.1194,7.7194,8.1925,8.625,9.0446,9.4601
"30785",6.1353,7.1861,7.8644,8.3959,8.8811,9.3519,9.8181
"30786",6.1404,7.1861,7.855,8.3766,8.8522,9.3135,9.7702
"30787",6.1287,7.0629,7.6812,8.171,8.6195,9.0551,9.4866
"30788",6.1861,7.1365,7.7645,8.263,8.7197,9.1632,9.6024
"30789",6.134,7.0888,7.7299,8.2427,8.7136,9.1711,9.6244
"30790",6.1192,7.1648,7.8366,8.3606,8.8384,9.3018,9.7607
"30791",6.189,7.0973,7.7055,8.1906,8.6356,9.0678,9.4959
"30792",6.1584,7.0964,7.7196,8.2152,8.6696,9.1109,9.548
"30793",6.1175,7.1642,7.8428,8.3754,8.8619,9.334,9.8016
"30794",6.1296,7.1363,7.7874,8.2975,8.7632,9.2151,9.6625
"30795",6.1603,7.2303,7.9086,8.4353,8.9149,9.3798,9.8401
"30796",6.1556,7.0688,7.6803,8.1678,8.6149,9.0493,9.4795
"30797",6.1577,7.0858,7.6956,8.1767,8.6168,9.044,9.4671
"30798",6.1293,7.1421,7.8048,8.3276,8.806,9.2704,9.7303
"30799",6.182,7.1128,7.7325,8.2259,8.6783,9.1177,9.5529
"30800",6.2051,7.1623,7.7923,8.2914,8.7483,9.1917,9.6309
"30801",6.171,7.1669,7.8146,8.3249,8.7914,9.2442,9.6926
"30802",6.1213,7.1185,7.7779,8.301,8.7805,9.2461,9.7073
"30803",6.1748,7.1807,7.8425,8.3676,8.8486,9.3156,9.7781
"30804",6.2115,7.2423,7.8968,8.4056,8.8688,9.3178,9.7623
"30805",6.1906,7.0892,7.6943,8.1784,8.6228,9.0544,9.4819
"30806",6.1315,7.0669,7.6881,8.181,8.6328,9.0716,9.5062
"30807",6.1483,7.0465,7.6532,8.1386,8.5842,9.0172,9.4461
"30808",6.1773,7.1516,7.7884,8.2912,8.7511,9.1975,9.6396
"30809",6.1553,7.111,7.7299,8.2143,8.6563,9.0851,9.5097
"30810",6.1467,7.2015,7.8864,8.4258,8.9188,9.3973,9.8712
"30811",6.1951,7.182,7.8271,8.3369,8.8032,9.2558,9.704
"30812",6.128,7.1221,7.7792,8.3006,8.7783,9.2422,9.7018
"30813",6.1751,7.078,7.6754,8.1481,8.5808,9.0008,9.4167
"30814",6.1769,7.2296,7.9054,8.4345,8.9172,9.3853,9.8489
"30815",6.1551,7.224,7.8979,8.4187,8.8923,9.3513,9.8057
"30816",6.199,7.2097,7.8556,8.3594,8.8187,9.2639,9.7048
"30817",6.1631,7.0609,7.6684,8.1551,8.6023,9.0367,9.4671
"30818",6.1417,7.0847,7.7117,8.21,8.6667,9.1102,9.5495
"30819",6.1878,7.1263,7.7516,8.2501,8.7073,9.1512,9.591
"30820",6.1511,7.1984,7.862,8.376,8.8437,9.297,9.7458
"30821",6.1984,7.2054,7.8607,8.3774,8.8497,9.3079,9.7617
"30822",6.1435,7.1023,7.7375,8.2418,8.704,9.1528,9.5973
"30823",6.1329,7.1831,7.8473,8.3603,8.8267,9.2787,9.7262
"30824",6.1976,7.1821,7.8073,8.2919,8.7327,9.1599,9.5828
"30825",6.132,7.1997,7.8748,8.3966,8.8711,9.3311,9.7865
"30826",6.1459,7.0705,7.6935,8.1923,8.6505,9.0957,9.5367
"30827",6.1659,7.0758,7.6801,8.1597,8.5992,9.026,9.4486
"30828",6.1937,7.1041,7.7106,8.193,8.6349,9.064,9.489
"30829",6.1259,7.0527,7.6795,8.182,8.6437,9.0925,9.537
"30830",6.1304,7.1354,7.7895,8.3041,8.7745,9.2311,9.6833
"30831",6.1961,7.1789,7.809,8.3006,8.7488,9.1835,9.6138
"30832",6.1814,7.1876,7.8315,8.3337,8.7915,9.2354,9.675
"30833",6.1733,7.1389,7.7695,8.2668,8.7217,9.1631,9.6003
"30834",6.2013,7.1586,7.7857,8.2811,8.7344,9.1743,9.6098
"30835",6.1524,7.2143,7.8911,8.418,8.8981,9.3637,9.8247
"30836",6.1346,7.1233,7.7808,8.3045,8.7849,9.2515,9.7138
"30837",6.143,7.1433,7.7956,8.3095,8.7795,9.2357,9.6875
"30838",6.1254,7.0733,7.6997,8.1953,8.6489,9.0894,9.5257
"30839",6.1202,7.1009,7.746,8.2556,8.7218,9.1744,9.6227
"30840",6.1932,7.1434,7.7597,8.2431,8.6845,9.1125,9.5364
"30841",6.1721,7.0903,7.7043,8.1942,8.6436,9.0801,9.5125
"30842",6.2009,7.1444,7.764,8.254,8.7023,9.1374,9.5683
"30843",6.17,7.1426,7.7835,8.2916,8.7568,9.2085,9.6558
"30844",6.1467,7.1869,7.8521,8.3705,8.8432,9.3016,9.7555
"30845",6.1627,7.1385,7.7825,8.2935,8.7615,9.216,9.6661
"30846",6.1247,7.1851,7.8673,8.4006,8.8872,9.3593,9.8268
"30847",6.2006,7.217,7.8635,8.3663,8.8242,9.2681,9.7076
"30848",6.1361,7.151,7.8179,8.3459,8.8295,9.299,9.7641
"30849",6.1498,7.1634,7.8244,8.3455,8.8221,9.2847,9.7428
"30850",6.1749,7.1062,7.7226,8.2116,8.6596,9.0946,9.5254
"30851",6.189,7.1617,7.7953,8.2944,8.7507,9.1934,9.6318
"30852",6.2042,7.1158,7.7225,8.2052,8.6475,9.0769,9.5022
"30853",6.1517,7.2024,7.8754,8.4007,8.8796,9.3442,9.8042
"30854",6.1563,7.1677,7.8224,8.3367,8.8065,9.2624,9.7139
"30855",6.1889,7.2082,7.866,8.3824,8.854,9.3114,9.7644
"30856",6.1472,7.1448,7.7908,8.2976,8.7603,9.2093,9.654
"30857",6.1552,7.1189,7.755,8.2594,8.7213,9.1698,9.614
"30858",6.1771,7.1523,7.7874,8.2877,8.7451,9.1889,9.6285
"30859",6.1665,7.1452,7.7871,8.2945,8.7589,9.2097,9.6561
"30860",6.1285,7.1116,7.7552,8.2624,8.7263,9.1765,9.6224
"30861",6.1543,7.1035,7.7214,8.2064,8.6494,9.0793,9.5051
"30862",6.1988,7.1429,7.7606,8.2479,8.6936,9.126,9.5542
"30863",6.1886,7.0879,7.6833,8.1545,8.5858,9.0045,9.4191
"30864",6.15,7.1546,7.8096,8.3261,8.7985,9.257,9.7111
"30865",6.1863,7.2129,7.8666,8.3753,8.8386,9.2878,9.7325
"30866",6.1611,7.1708,7.8238,8.3363,8.8043,9.2585,9.7082
"30867",6.2053,7.166,7.7896,8.2794,8.7268,9.1607,9.5903
"30868",6.1879,7.1363,7.7603,8.2541,8.706,9.1446,9.579
"30869",6.1378,7.0777,7.6949,8.1816,8.6269,9.0591,9.4873
"30870",6.1667,7.0924,7.7019,8.1836,8.6242,9.0519,9.4755
"30871",6.1339,7.1985,7.8892,8.4322,8.9283,9.4098,9.8866
"30872",6.1494,7.1832,7.8501,8.3728,8.8502,9.3133,9.7719
"30873",6.1683,7.1761,7.8252,8.3335,8.7974,9.2474,9.693
"30874",6.1279,7.1732,7.8569,8.3967,8.8906,9.3701,9.8449
"30875",6.1322,7.1466,7.8105,8.3346,8.8141,9.2796,9.7407
"30876",6.1727,7.0923,7.7081,8.1996,8.6507,9.0889,9.5229
"30877",6.1512,7.0601,7.6677,8.1513,8.5948,9.0256,9.4523
"30878",6.1426,7.0826,7.7107,8.2115,8.671,9.1174,9.5596
"30879",6.2031,7.1557,7.7692,8.2485,8.6856,9.1094,9.529
"30880",6.1844,7.2267,7.8906,8.4077,8.8789,9.3358,9.7881
"30881",6.1356,7.1282,7.7814,8.2986,8.7722,9.232,9.6874
"30882",6.1982,7.2021,7.8548,8.3692,8.8394,9.2957,9.7474
"30883",6.1479,7.175,7.8338,8.3482,8.8174,9.2725,9.7232
"30884",6.1936,7.1144,7.7225,8.2041,8.6449,9.0729,9.4966
"30885",6.1379,7.0712,7.691,8.183,8.634,9.0719,9.5057
"30886",6.1273,7.1459,7.8189,8.3531,8.8427,9.318,9.7889
"30887",6.1598,7.1847,7.8503,8.3745,8.8536,9.3187,9.7792
"30888",6.1201,7.1529,7.8163,8.3335,8.8052,9.2626,9.7156
"30889",6.1338,7.106,7.7471,8.2548,8.7199,9.1714,9.6187
"30890",6.1929,7.1663,7.7922,8.2813,8.7273,9.1599,9.5882
"30891",6.209,7.1918,7.8263,8.3239,8.7781,9.2187,9.6549
"30892",6.1476,7.0594,7.6721,8.1612,8.61,9.0461,9.478
"30893",6.195,7.1364,7.7616,8.2592,8.7153,9.1581,9.5967
"30894",6.1401,7.0742,7.7018,8.2033,8.6637,9.1111,9.5543
"30895",6.1956,7.2439,7.9095,8.4272,8.8986,9.3556,9.808
"30896",6.1664,7.1395,7.7755,8.2775,8.7367,9.1825,9.6239
"30897",6.1767,7.1708,7.8225,8.3381,8.8101,9.2683,9.7221
"30898",6.1212,7.1872,7.8671,8.3956,8.877,9.3439,9.8062
"30899",6.1341,7.154,7.8092,8.3208,8.7874,9.24,9.6883
"30900",6.1627,7.0728,7.6865,8.1777,8.6288,9.067,9.5012
"30901",6.206,7.0899,7.6872,8.1654,8.6044,9.0307,9.453
"30902",6.1798,7.0795,7.6817,8.1617,8.6019,9.0294,9.4529
"30903",6.1305,7.1964,7.8819,8.4178,8.9066,9.3808,9.8503
"30904",6.1278,7.0611,7.6854,8.1827,8.6388,9.0819,9.5208
"30905",6.1513,7.1265,7.7593,8.2559,8.7094,9.1494,9.5852
"30906",6.1807,7.2079,7.875,8.4007,8.8813,9.3477,9.8096
"30907",6.1178,7.1786,7.8637,8.4001,8.8897,9.3647,9.8352
"30908",6.1238,7.1033,7.7486,8.2589,8.7261,9.1797,9.629
"30909",6.1355,7.0447,7.6634,8.1607,8.618,9.0625,9.5029
"30910",6.1959,7.2197,7.8752,8.3874,8.8544,9.3073,9.7557
"30911",6.1779,7.0826,7.684,8.1615,8.599,9.0238,9.4446
"30912",6.1682,7.2071,7.8699,8.3863,8.8568,9.313,9.7647
"30913",6.1575,7.1228,7.7537,8.2511,8.7061,9.1477,9.5851
"30914",6.1575,7.118,7.7528,8.2568,8.7186,9.167,9.6112
"30915",6.1545,7.0539,7.6662,8.1584,8.6109,9.0508,9.4865
"30916",6.1848,7.2049,7.8731,8.4023,8.8867,9.3569,9.8226
"30917",6.1182,7.1284,7.7782,8.2845,8.7459,9.1935,9.6367
"30918",6.1311,7.1159,7.7635,8.2759,8.745,9.2006,9.6518
"30919",6.1714,7.1769,7.8341,8.3534,8.8284,9.2895,9.7462
"30920",6.1351,7.0981,7.7273,8.2225,8.6751,9.1144,9.5495
"30921",6.1649,7.0934,7.71,8.2,8.6491,9.0853,9.5173
"30922",6.2077,7.2182,7.8652,8.3704,8.8308,9.2772,9.7191
"30923",6.1355,7.1799,7.8642,8.4055,8.901,9.3821,9.8586
"30924",6.1921,7.2394,7.9116,8.4379,8.9181,9.3838,9.8449
"30925",6.1783,7.2154,7.8847,8.4102,8.89,9.3555,9.8165
"30926",6.1868,7.1347,7.7556,8.2456,8.6936,9.1284,9.559
"30927",6.1877,7.2397,7.916,8.4459,8.9295,9.3987,9.8631
"30928",6.1671,7.16,7.8013,8.3039,8.7628,9.208,9.6488
"30929",6.1498,7.0915,7.7097,8.1977,8.6442,9.0777,9.507
"30930",6.1649,7.1414,7.7747,8.2719,8.7262,9.1669,9.6034
"30931",6.1177,7.1021,7.7391,8.237,8.6911,9.1316,9.5679
"30932",6.1205,7.0473,7.6644,8.1542,8.6032,9.0393,9.4712
"30933",6.1366,7.0572,7.6756,8.1692,8.6222,9.0623,9.4982
"30934",6.1248,7.0908,7.7321,8.2415,8.7085,9.1621,9.6114
"30935",6.1563,7.1369,7.7893,8.3093,8.7863,9.2497,9.7087
"30936",6.2031,7.2209,7.8693,8.374,8.8337,9.2793,9.7205
"30937",6.1639,7.1984,7.8609,8.378,8.8494,9.3066,9.7593
"30938",6.1443,7.1755,7.8483,8.3795,8.8654,9.3371,9.8043
"30939",6.1546,7.1201,7.7511,8.2487,8.7038,9.1455,9.5831
"30940",6.1649,7.225,7.8984,8.4217,8.8983,9.3604,9.8178
"30941",6.1197,7.0615,7.685,8.1787,8.6309,9.07,9.5049
"30942",6.1324,7.0902,7.7172,8.211,8.6626,9.101,9.5351
"30943",6.2045,7.1857,7.8237,8.3261,8.7852,9.2306,9.6716
"30944",6.1539,7.0862,7.7056,8.1979,8.6493,9.0876,9.5217
"30945",6.144,7.2135,7.8901,8.4138,8.8902,9.352,9.8091
"30946",6.1592,7.1567,7.7984,8.3001,8.7579,9.2019,9.6416
"30947",6.1762,7.1578,7.7909,8.2866,8.739,9.1779,9.6125
"30948",6.1955,7.1256,7.7361,8.2181,8.6591,9.087,9.5108
"30949",6.1628,7.1303,7.7608,8.257,8.7106,9.1507,9.5866
"30950",6.1942,7.1346,7.7487,8.2324,8.6746,9.1037,9.5286
"30951",6.1905,7.2042,7.8548,8.3634,8.8272,9.277,9.7223
"30952",6.1865,7.2158,7.8819,8.4055,8.8837,9.3476,9.807
"30953",6.1973,7.1961,7.8388,8.342,8.8012,9.2466,9.6876
"30954",6.1207,7.0807,7.7128,8.2119,8.6686,9.1121,9.5512
"30955",6.1825,7.2282,7.8954,8.4155,8.8895,9.3492,9.8043
"30956",6.1401,7.1076,7.7507,8.2623,8.7314,9.187,9.6382
"30957",6.1421,7.0727,7.6889,8.1773,8.6248,9.0593,9.4897
"30958",6.1336,7.1421,7.7976,8.3132,8.7845,9.2419,9.6949
"30959",6.182,7.1846,7.8395,8.3569,8.8302,9.2896,9.7446
"30960",6.1218,7.1164,7.76,8.2634,8.7226,9.1681,9.6093
"30961",6.1406,7.1651,7.8203,8.3304,8.7953,9.2462,9.6927
"30962",6.137,7.1537,7.8057,8.314,8.7775,9.2271,9.6723
"30963",6.1304,7.1475,7.8034,8.3165,8.7849,9.2394,9.6894
"30964",6.182,7.2217,7.8878,8.4084,8.883,9.3433,9.799
"30965",6.1602,7.1892,7.85,8.3667,8.8382,9.2956,9.7485
"30966",6.2009,7.1048,7.6994,8.1686,8.5976,9.0139,9.4261
"30967",6.1431,7.1405,7.786,8.292,8.7539,9.2021,9.646
"30968",6.1552,7.1888,7.861,8.3907,8.875,9.3451,9.8106
"30969",6.1864,7.2401,7.9169,8.4471,8.9309,9.4002,9.8648
"30970",6.1468,7.1931,7.8634,8.3863,8.8632,9.3257,9.7836
"30971",6.1835,7.1942,7.8484,8.3626,8.8325,9.2883,9.7397
"30972",6.1807,7.1293,7.7615,8.2656,8.7281,9.1773,9.6222
"30973",6.1608,7.1272,7.7519,8.2408,8.687,9.1198,9.5484
"30974",6.173,7.1423,7.7877,8.3023,8.7745,9.2331,9.6873
"30975",6.1408,7.0447,7.6589,8.1521,8.6056,9.0462,9.4828
"30976",6.1596,7.1575,7.8061,8.3166,8.7832,9.236,9.6845
"30977",6.1673,7.133,7.7583,8.2487,8.6964,9.1308,9.5609
"30978",6.1333,7.1417,7.8127,8.3476,8.8385,9.3152,9.7875
"30979",6.1638,7.1304,7.7591,8.2534,8.7051,9.1433,9.5774
"30980",6.1669,7.2066,7.8803,8.4102,8.8943,9.3641,9.8292
"30981",6.1513,7.2056,7.8847,8.4165,8.9019,9.3727,9.8388
"30982",6.1458,7.1248,7.7734,8.2889,8.7615,9.2206,9.6752
"30983",6.1172,7.1834,7.8666,8.3988,8.8838,9.3542,9.8199
"30984",6.1625,7.195,7.8648,8.3919,8.8737,9.3413,9.8043
"30985",6.1433,7.162,7.8165,8.3277,8.7941,9.2465,9.6945
"30986",6.1305,7.0886,7.7144,8.2065,8.6561,9.0925,9.5248
"30987",6.1798,7.1118,7.7292,8.2196,8.6689,9.1051,9.5372
"30988",6.1699,7.1457,7.7806,8.28,8.7366,9.1796,9.6183
"30989",6.1721,7.2186,7.8945,8.4255,8.9105,9.381,9.8469
"30990",6.1222,7.0673,7.6976,8.199,8.6588,9.1054,9.5479
"30991",6.1338,7.1604,7.8328,8.3642,8.8505,9.3226,9.7903
"30992",6.1585,7.11,7.7442,8.2497,8.7135,9.164,9.6103
"30993",6.1489,7.1906,7.853,8.3674,8.8358,9.2898,9.7394
"30994",6.1413,7.0724,7.6955,8.1924,8.6482,9.0909,9.5295
"30995",6.1321,7.175,7.8589,8.4,8.8954,9.3764,9.8528
"30996",6.1264,7.0641,7.6842,8.1751,8.6246,9.0611,9.4934
"30997",6.2019,7.1073,7.7061,8.1803,8.6143,9.0356,9.4528
"30998",6.1954,7.1031,7.7141,8.2031,8.6519,9.0878,9.5196
"30999",6.2014,7.104,7.7052,8.1833,8.6213,9.0466,9.4678
"31000",6.1626,7.1825,7.8472,8.3716,8.8512,9.3168,9.7779
"31001",6.1223,7.1006,7.7392,8.2412,8.6998,9.1449,9.5858
"31002",6.1464,7.1249,7.7558,8.2486,8.6982,9.1343,9.5661
"31003",6.2022,7.1234,7.7376,8.2268,8.6752,9.1107,9.542
"31004",6.1407,7.0557,7.6611,8.1399,8.5783,9.004,9.4256
"31005",6.1555,7.1445,7.7964,8.3135,8.7872,9.2472,9.7029
"31006",6.1718,7.1506,7.7781,8.267,8.7126,9.1446,9.5724
"31007",6.1965,7.1352,7.7487,8.232,8.6737,9.1023,9.5266
"31008",6.1548,7.1821,7.8461,8.3671,8.843,9.3048,9.7621
"31009",6.1761,7.1473,7.7868,8.2935,8.7575,9.208,9.6542
"31010",6.1342,7.0557,7.6786,8.1777,8.6364,9.0821,9.5236
"31011",6.1656,7.2047,7.8787,8.4094,8.8946,9.3654,9.8316
"31012",6.1339,7.1349,7.7855,8.2969,8.7644,9.2181,9.6674
"31013",6.191,7.1606,7.8024,8.3127,8.7804,9.2345,9.6842
"31014",6.2081,7.1989,7.833,8.3275,8.7782,9.2152,9.6478
"31015",6.1796,7.2017,7.8555,8.3658,8.831,9.2821,9.7287
"31016",6.1221,7.1664,7.8405,8.3683,8.8501,9.3175,9.7804
"31017",6.173,7.1332,7.7694,8.2751,8.7386,9.1887,9.6345
"31018",6.1692,7.1293,7.7571,8.2522,8.7051,9.1447,9.58
"31019",6.2013,7.0846,7.6815,8.1593,8.5977,9.0236,9.4453
"31020",6.188,7.1928,7.8323,8.3294,8.782,9.2208,9.6552
"31021",6.1378,7.1033,7.7422,8.2491,8.7137,9.1649,9.6119
"31022",6.1185,7.0545,7.676,8.1684,8.6193,9.0571,9.4909
"31023",6.1627,7.103,7.7215,8.2103,8.6576,9.0918,9.5218
"31024",6.147,7.2014,7.8746,8.3988,8.8766,9.3398,9.7986
"31025",6.1209,7.1387,7.797,8.3128,8.7837,9.2407,9.6933
"31026",6.2099,7.1399,7.7478,8.2267,8.6644,9.0891,9.5095
"31027",6.1976,7.1288,7.7384,8.219,8.6584,9.0848,9.507
"31028",6.14,7.1847,7.8507,8.3686,8.8405,9.2982,9.7513
"31029",6.1271,7.1025,7.7533,8.2721,8.7481,9.2105,9.6686
"31030",6.1993,7.1701,7.8045,8.3055,8.7637,9.2084,9.6487
"31031",6.1215,7.1236,7.7848,8.3088,8.7889,9.2551,9.7169
"31032",6.2013,7.0874,7.6814,8.1548,8.5887,9.0101,9.4274
